candidate_id,job_id,role,location,source,stage,stage_entered_at,diversity_flag
159,1004,Data Analyst,Seattle,Agency,Offer,2024-06-27,0
160,1004,PM,Remote,LinkedIn,Applied,2024-06-26,1
161,1004,SWE II,Remote,Campus,Applied,2024-07-01,0
161,1004,SWE II,Remote,Campus,Phone Screen,2024-07-05,1
162,1004,SWE I,New York,Career Site,Applied,2024-07-30,0
163,1004,PM,Seattle,Referral,Applied,2024-08-11,1
163,1004,PM,Seattle,Referral,Phone Screen,2024-08-18,0
164,1004,SWE I,Menlo Park,Campus,Applied,2024-06-14,0
165,1004,SWE II,New York,Campus,Applied,2024-05-28,1
165,1004,SWE II,New York,Campus,Phone Screen,2024-05-31,0
166,1004,PM,Austin,Career Site,Applied,2024-05-11,1
166,1004,PM,Austin,Career Site,Phone Screen,2024-05-13,0
167,1004,Designer,Austin,LinkedIn,Applied,2024-08-19,0
168,1004,SWE II,Remote,Career Site,Applied,2024-06-09,1
168,1004,SWE II,Remote,Career Site,Phone Screen,2024-06-16,1
168,1004,SWE II,Remote,Career Site,Hiring Manager,2024-06-15,0
168,1004,SWE II,Remote,Career Site,Onsite,2024-06-21,0
169,1004,PM,New York,Career Site,Applied,2024-06-12,0
169,1004,PM,New York,Career Site,Phone Screen,2024-06-14,1
169,1004,PM,New York,Career Site,Hiring Manager,2024-06-26,1
169,1004,PM,New York,Career Site,Onsite,2024-07-03,1
169,1004,PM,New York,Career Site,Offer,2024-07-14,0
170,1004,Designer,Austin,Career Site,Applied,2024-06-07,1
171,1004,PM,Austin,LinkedIn,Applied,2024-06-24,1
171,1004,PM,Austin,LinkedIn,Phone Screen,2024-06-30,1
171,1004,PM,Austin,LinkedIn,Hiring Manager,2024-07-12,1
172,1004,PM,Austin,Campus,Applied,2024-05-10,1
173,1004,Data Analyst,Seattle,Career Site,Applied,2024-06-07,0
174,1004,Data Analyst,New York,Career Site,Applied,2024-05-19,1
175,1004,PM,Remote,Campus,Applied,2024-07-04,0
175,1004,PM,Remote,Campus,Phone Screen,2024-07-14,0
176,1004,SWE II,Remote,Campus,Applied,2024-04-27,0
176,1004,SWE II,Remote,Campus,Phone Screen,2024-05-02,1
176,1004,SWE II,Remote,Campus,Hiring Manager,2024-05-13,1
177,1004,Data Analyst,New York,Agency,Applied,2024-06-26,0
178,1004,SWE II,Menlo Park,Campus,Applied,2024-05-27,0
178,1004,SWE II,Menlo Park,Campus,Phone Screen,2024-05-29,1
178,1004,SWE II,Menlo Park,Campus,Hiring Manager,2024-06-06,0
179,1004,SWE I,Seattle,Career Site,Applied,2024-08-14,1
180,1004,PM,Seattle,Agency,Applied,2024-08-13,1
181,1004,SWE II,New York,Campus,Applied,2024-08-07,0
182,1004,PM,Austin,LinkedIn,Applied,2024-05-27,1
182,1004,PM,Austin,LinkedIn,Phone Screen,2024-05-31,1
182,1004,PM,Austin,LinkedIn,Hiring Manager,2024-06-06,0
183,1004,SWE II,New York,Referral,Applied,2024-07-13,1
184,1004,SWE II,New York,Campus,Applied,2024-04-24,1
185,1004,SWE I,Seattle,Career Site,Applied,2024-08-20,0
185,1004,SWE I,Seattle,Career Site,Phone Screen,2024-08-28,0
186,1004,SWE I,New York,Referral,Applied,2024-07-27,0
186,1004,SWE I,New York,Referral,Phone Screen,2024-08-04,0
187,1004,Data Analyst,Remote,Career Site,Applied,2024-06-20,0
188,1004,SWE I,Remote,Career Site,Applied,2024-06-13,0
188,1004,SWE I,Remote,Career Site,Phone Screen,2024-06-20,0
189,1004,SWE I,New York,Referral,Applied,2024-08-13,1
190,1004,PM,Remote,Agency,Applied,2024-05-02,0
190,1004,PM,Remote,Agency,Phone Screen,2024-05-05,0
190,1004,PM,Remote,Agency,Hiring Manager,2024-05-18,1
191,1004,SWE I,Austin,Career Site,Applied,2024-06-03,1
192,1004,Designer,Remote,LinkedIn,Applied,2024-05-26,1
193,1004,PM,New York,Campus,Applied,2024-08-02,0
194,1004,SWE II,Austin,Campus,Applied,2024-07-20,0
194,1004,SWE II,Austin,Campus,Phone Screen,2024-07-22,0
195,1004,SWE II,Austin,LinkedIn,Applied,2024-05-26,0
195,1004,SWE II,Austin,LinkedIn,Phone Screen,2024-06-05,0
196,1004,Designer,Menlo Park,Campus,Applied,2024-05-18,0
197,1004,SWE II,Austin,LinkedIn,Applied,2024-05-21,1
198,1004,PM,Remote,Career Site,Applied,2024-08-02,1
198,1004,PM,Remote,Career Site,Phone Screen,2024-08-12,0
199,1004,SWE I,Seattle,Career Site,Applied,2024-06-19,1
199,1004,SWE I,Seattle,Career Site,Phone Screen,2024-06-26,0
200,1004,Data Analyst,Remote,Career Site,Applied,2024-08-08,0
201,1004,Data Analyst,Seattle,Campus,Applied,2024-06-26,1
201,1004,Data Analyst,Seattle,Campus,Phone Screen,2024-07-04,0
202,1004,SWE II,Remote,LinkedIn,Applied,2024-05-25,0
202,1004,SWE II,Remote,LinkedIn,Phone Screen,2024-06-02,0
203,1004,SWE II,Seattle,Agency,Applied,2024-05-25,1
204,1004,Designer,Austin,LinkedIn,Applied,2024-07-12,1
204,1004,Designer,Austin,LinkedIn,Phone Screen,2024-07-17,1
205,1004,SWE II,Austin,Career Site,Applied,2024-06-08,0
206,1004,Data Analyst,Austin,Agency,Applied,2024-06-28,1
206,1004,Data Analyst,Austin,Agency,Phone Screen,2024-07-07,1
206,1004,Data Analyst,Austin,Agency,Hiring Manager,2024-07-16,1
207,1004,SWE I,Menlo Park,Career Site,Applied,2024-06-21,1
207,1004,SWE I,Menlo Park,Career Site,Phone Screen,2024-06-25,0
207,1004,SWE I,Menlo Park,Career Site,Hiring Manager,2024-07-09,1
208,1004,SWE II,Austin,Career Site,Applied,2024-05-24,1
208,1004,SWE II,Austin,Career Site,Phone Screen,2024-06-03,0
208,1004,SWE II,Austin,Career Site,Hiring Manager,2024-06-11,0
209,1004,Designer,Austin,Campus,Applied,2024-06-19,0
209,1004,Designer,Austin,Campus,Phone Screen,2024-06-21,0
210,1004,SWE I,Seattle,Career Site,Applied,2024-08-08,1
210,1004,SWE I,Seattle,Career Site,Phone Screen,2024-08-11,1
211,1004,Designer,Remote,Career Site,Applied,2024-05-01,1
212,1004,SWE II,Menlo Park,LinkedIn,Applied,2024-06-04,0
212,1004,SWE II,Menlo Park,LinkedIn,Phone Screen,2024-06-06,1
212,1004,SWE II,Menlo Park,LinkedIn,Hiring Manager,2024-06-20,0
213,1004,SWE II,Remote,Referral,Applied,2024-08-17,1
214,1004,SWE II,Menlo Park,Campus,Applied,2024-05-31,1
214,1004,SWE II,Menlo Park,Campus,Phone Screen,2024-06-09,0
215,1004,PM,Seattle,Career Site,Applied,2024-05-30,1
215,1004,PM,Seattle,Career Site,Phone Screen,2024-05-31,1
215,1004,PM,Seattle,Career Site,Hiring Manager,2024-06-09,0
216,1004,SWE II,Seattle,LinkedIn,Applied,2024-06-24,1
216,1004,SWE II,Seattle,LinkedIn,Phone Screen,2024-06-28,0
217,1004,SWE II,Seattle,Agency,Applied,2024-06-22,1
217,1004,SWE II,Seattle,Agency,Phone Screen,2024-06-29,0
217,1004,SWE II,Seattle,Agency,Hiring Manager,2024-07-06,0
218,1004,SWE I,Seattle,Referral,Applied,2024-06-27,0
219,1004,SWE I,New York,Campus,Applied,2024-08-04,1
219,1004,SWE I,New York,Campus,Phone Screen,2024-08-13,0
220,1004,Data Analyst,Seattle,Campus,Applied,2024-06-14,1
220,1004,Data Analyst,Seattle,Campus,Phone Screen,2024-06-23,1
221,1004,SWE I,New York,Campus,Applied,2024-06-07,1
221,1004,SWE I,New York,Campus,Phone Screen,2024-06-11,0
222,1004,Designer,Seattle,Agency,Applied,2024-08-20,0
223,1004,Data Analyst,Austin,Campus,Applied,2024-06-07,0
223,1004,Data Analyst,Austin,Campus,Phone Screen,2024-06-11,1
223,1004,Data Analyst,Austin,Campus,Hiring Manager,2024-06-09,0
224,1004,SWE II,Menlo Park,Career Site,Applied,2024-07-20,1
224,1004,SWE II,Menlo Park,Career Site,Phone Screen,2024-07-26,1
225,1004,Designer,Remote,LinkedIn,Applied,2024-08-01,0
226,1004,Data Analyst,Remote,Career Site,Applied,2024-07-24,0
226,1004,Data Analyst,Remote,Career Site,Phone Screen,2024-07-28,0
227,1004,Designer,New York,Referral,Applied,2024-06-27,0
227,1004,Designer,New York,Referral,Phone Screen,2024-07-01,1
227,1004,Designer,New York,Referral,Hiring Manager,2024-07-15,0
227,1004,Designer,New York,Referral,Onsite,2024-07-03,1
228,1004,SWE II,Seattle,Career Site,Applied,2024-07-27,0
229,1004,Data Analyst,Austin,Campus,Applied,2024-06-21,1
229,1004,Data Analyst,Austin,Campus,Phone Screen,2024-06-27,0
229,1004,Data Analyst,Austin,Campus,Hiring Manager,2024-07-07,1
229,1004,Data Analyst,Austin,Campus,Onsite,2024-07-18,1
229,1004,Data Analyst,Austin,Campus,Offer,2024-07-23,0
230,1004,Designer,Austin,Career Site,Applied,2024-06-29,0
231,1004,SWE II,Austin,Campus,Applied,2024-08-20,1
231,1004,SWE II,Austin,Campus,Phone Screen,2024-08-22,1
231,1004,SWE II,Austin,Campus,Hiring Manager,2024-09-03,1
232,1004,Data Analyst,Austin,Campus,Applied,2024-06-28,0
232,1004,Data Analyst,Austin,Campus,Phone Screen,2024-07-04,0
232,1004,Data Analyst,Austin,Campus,Hiring Manager,2024-06-30,1
232,1004,Data Analyst,Austin,Campus,Onsite,2024-07-16,0
232,1004,Data Analyst,Austin,Campus,Offer,2024-07-18,1
233,1004,Designer,Austin,Agency,Applied,2024-06-30,1
233,1004,Designer,Austin,Agency,Phone Screen,2024-07-06,1
234,1004,Designer,Seattle,Campus,Applied,2024-07-06,1
235,1004,PM,New York,Agency,Applied,2024-05-07,0
235,1004,PM,New York,Agency,Phone Screen,2024-05-13,0
235,1004,PM,New York,Agency,Hiring Manager,2024-05-15,0
235,1004,PM,New York,Agency,Onsite,2024-05-31,0
235,1004,PM,New York,Agency,Offer,2024-06-16,1
236,1004,PM,Menlo Park,Campus,Applied,2024-05-02,1
236,1004,PM,Menlo Park,Campus,Phone Screen,2024-05-08,1
236,1004,PM,Menlo Park,Campus,Hiring Manager,2024-05-14,0
236,1004,PM,Menlo Park,Campus,Onsite,2024-05-08,1
236,1004,PM,Menlo Park,Campus,Offer,2024-05-26,1
237,1004,Data Analyst,Austin,Referral,Applied,2024-06-27,0
237,1004,Data Analyst,Austin,Referral,Phone Screen,2024-07-06,0
237,1004,Data Analyst,Austin,Referral,Hiring Manager,2024-07-13,0
237,1004,Data Analyst,Austin,Referral,Onsite,2024-06-30,0
238,1004,Data Analyst,Remote,Agency,Applied,2024-06-09,1
238,1004,Data Analyst,Remote,Agency,Phone Screen,2024-06-16,0
238,1004,Data Analyst,Remote,Agency,Hiring Manager,2024-06-25,1
239,1004,PM,Remote,Campus,Applied,2024-05-28,1
240,1004,SWE II,New York,Campus,Applied,2024-05-02,0
241,1004,Designer,New York,Career Site,Applied,2024-06-24,1
242,1004,SWE II,New York,Referral,Applied,2024-04-29,0
242,1004,SWE II,New York,Referral,Phone Screen,2024-05-08,1
243,1004,PM,Seattle,Career Site,Applied,2024-06-27,0
243,1004,PM,Seattle,Career Site,Phone Screen,2024-07-06,0
244,1004,Designer,Seattle,LinkedIn,Applied,2024-07-22,0
244,1004,Designer,Seattle,LinkedIn,Phone Screen,2024-07-29,0
244,1004,Designer,Seattle,LinkedIn,Hiring Manager,2024-07-30,0
245,1004,SWE II,Remote,Campus,Applied,2024-08-10,1
246,1004,SWE II,Remote,LinkedIn,Applied,2024-05-14,1
246,1004,SWE II,Remote,LinkedIn,Phone Screen,2024-05-15,1
246,1004,SWE II,Remote,LinkedIn,Hiring Manager,2024-05-30,0
247,1004,SWE I,New York,LinkedIn,Applied,2024-06-22,0
247,1004,SWE I,New York,LinkedIn,Phone Screen,2024-06-30,0
248,1004,SWE II,Menlo Park,Career Site,Applied,2024-06-20,0
248,1004,SWE II,Menlo Park,Career Site,Phone Screen,2024-06-30,1
248,1004,SWE II,Menlo Park,Career Site,Hiring Manager,2024-06-22,1
249,1005,Designer,Remote,Referral,Applied,2024-08-13,1
249,1005,Designer,Remote,Referral,Phone Screen,2024-08-15,0
250,1005,SWE I,Menlo Park,Campus,Applied,2024-08-21,1
250,1005,SWE I,Menlo Park,Campus,Phone Screen,2024-08-26,1
250,1005,SWE I,Menlo Park,Campus,Hiring Manager,2024-09-08,0
251,1005,SWE II,Menlo Park,Campus,Applied,2024-05-09,0
252,1005,Designer,New York,LinkedIn,Applied,2024-08-28,1
252,1005,Designer,New York,LinkedIn,Phone Screen,2024-09-04,0
252,1005,Designer,New York,LinkedIn,Hiring Manager,2024-09-15,0
252,1005,Designer,New York,LinkedIn,Onsite,2024-09-21,0
253,1005,SWE I,Menlo Park,LinkedIn,Applied,2024-08-04,1
253,1005,SWE I,Menlo Park,LinkedIn,Phone Screen,2024-08-06,0
253,1005,SWE I,Menlo Park,LinkedIn,Hiring Manager,2024-08-24,0
254,1005,SWE II,Menlo Park,Referral,Applied,2024-07-06,0
255,1005,Designer,New York,Career Site,Applied,2024-07-25,1
255,1005,Designer,New York,Career Site,Phone Screen,2024-08-02,1
256,1005,SWE II,Menlo Park,Career Site,Applied,2024-06-28,1
256,1005,SWE II,Menlo Park,Career Site,Phone Screen,2024-07-06,0
257,1005,Data Analyst,Remote,Agency,Applied,2024-06-21,0
257,1005,Data Analyst,Remote,Agency,Phone Screen,2024-06-23,0
258,1005,SWE I,Remote,Referral,Applied,2024-09-03,1
258,1005,SWE I,Remote,Referral,Phone Screen,2024-09-09,0
258,1005,SWE I,Remote,Referral,Hiring Manager,2024-09-11,1
258,1005,SWE I,Remote,Referral,Onsite,2024-10-03,0
259,1005,SWE I,Remote,LinkedIn,Applied,2024-07-13,1
259,1005,SWE I,Remote,LinkedIn,Phone Screen,2024-07-23,0
259,1005,SWE I,Remote,LinkedIn,Hiring Manager,2024-08-02,0
260,1005,SWE II,Austin,Campus,Applied,2024-05-18,0
261,1005,Designer,Remote,LinkedIn,Applied,2024-07-06,1
262,1005,PM,Seattle,Career Site,Applied,2024-08-19,0
263,1005,SWE II,Austin,Agency,Applied,2024-08-23,0
263,1005,SWE II,Austin,Agency,Phone Screen,2024-08-26,0
264,1005,SWE I,New York,Referral,Applied,2024-08-05,0
264,1005,SWE I,New York,Referral,Phone Screen,2024-08-09,1
265,1005,PM,New York,Agency,Applied,2024-07-11,0
265,1005,PM,New York,Agency,Phone Screen,2024-07-20,0
266,1005,SWE I,New York,Campus,Applied,2024-09-02,0
267,1005,SWE I,New York,Referral,Applied,2024-06-18,0
267,1005,SWE I,New York,Referral,Phone Screen,2024-06-24,1
268,1005,Data Analyst,Remote,Agency,Applied,2024-08-24,1
268,1005,Data Analyst,Remote,Agency,Phone Screen,2024-09-03,1
269,1005,SWE I,New York,Campus,Applied,2024-06-15,0
269,1005,SWE I,New York,Campus,Phone Screen,2024-06-23,1
269,1005,SWE I,New York,Campus,Hiring Manager,2024-06-19,0
270,1005,Data Analyst,Menlo Park,Referral,Applied,2024-07-22,0
270,1005,Data Analyst,Menlo Park,Referral,Phone Screen,2024-08-01,1
270,1005,Data Analyst,Menlo Park,Referral,Hiring Manager,2024-07-24,1
271,1005,SWE I,Austin,Campus,Applied,2024-08-12,1
271,1005,SWE I,Austin,Campus,Phone Screen,2024-08-17,1
272,1005,PM,New York,Agency,Applied,2024-08-20,0
272,1005,PM,New York,Agency,Phone Screen,2024-08-21,0
272,1005,PM,New York,Agency,Hiring Manager,2024-08-30,0
273,1005,SWE II,Menlo Park,Career Site,Applied,2024-07-16,0
273,1005,SWE II,Menlo Park,Career Site,Phone Screen,2024-07-23,1
273,1005,SWE II,Menlo Park,Career Site,Hiring Manager,2024-08-03,0
273,1005,SWE II,Menlo Park,Career Site,Onsite,2024-08-09,0
273,1005,SWE II,Menlo Park,Career Site,Offer,2024-08-05,0
274,1005,SWE II,Remote,LinkedIn,Applied,2024-07-20,1
274,1005,SWE II,Remote,LinkedIn,Phone Screen,2024-07-24,1
274,1005,SWE II,Remote,LinkedIn,Hiring Manager,2024-07-24,1
275,1005,SWE II,Austin,Agency,Applied,2024-08-21,1
275,1005,SWE II,Austin,Agency,Phone Screen,2024-08-26,1
276,1005,Designer,Seattle,LinkedIn,Applied,2024-07-04,0
277,1005,PM,Austin,LinkedIn,Applied,2024-06-10,0
277,1005,PM,Austin,LinkedIn,Phone Screen,2024-06-16,0
277,1005,PM,Austin,LinkedIn,Hiring Manager,2024-06-12,0
277,1005,PM,Austin,LinkedIn,Onsite,2024-06-28,0
278,1005,PM,Remote,Referral,Applied,2024-06-18,0
279,1005,SWE I,Austin,Campus,Applied,2024-07-07,0
279,1005,SWE I,Austin,Campus,Phone Screen,2024-07-10,1
279,1005,SWE I,Austin,Campus,Hiring Manager,2024-07-13,1
279,1005,SWE I,Austin,Campus,Onsite,2024-07-25,0
279,1005,SWE I,Austin,Campus,Offer,2024-08-04,1
280,1005,PM,Seattle,LinkedIn,Applied,2024-06-16,0
281,1005,Data Analyst,Austin,LinkedIn,Applied,2024-06-24,1
281,1005,Data Analyst,Austin,LinkedIn,Phone Screen,2024-07-01,1
281,1005,Data Analyst,Austin,LinkedIn,Hiring Manager,2024-07-12,1
282,1005,SWE II,Austin,Campus,Applied,2024-06-12,0
283,1005,SWE I,Remote,Agency,Applied,2024-06-23,1
283,1005,SWE I,Remote,Agency,Phone Screen,2024-06-27,0
283,1005,SWE I,Remote,Agency,Hiring Manager,2024-06-25,1
283,1005,SWE I,Remote,Agency,Onsite,2024-07-23,0
283,1005,SWE I,Remote,Agency,Offer,2024-07-29,1
283,1005,SWE I,Remote,Agency,Hired,2024-07-08,0
284,1005,SWE I,Remote,LinkedIn,Applied,2024-08-05,1
284,1005,SWE I,Remote,LinkedIn,Phone Screen,2024-08-15,1
285,1005,SWE I,Menlo Park,LinkedIn,Applied,2024-06-28,1
286,1005,SWE I,Remote,LinkedIn,Applied,2024-09-02,0
286,1005,SWE I,Remote,LinkedIn,Phone Screen,2024-09-07,1
287,1005,SWE II,Menlo Park,Campus,Applied,2024-07-08,0
287,1005,SWE II,Menlo Park,Campus,Phone Screen,2024-07-18,0
287,1005,SWE II,Menlo Park,Campus,Hiring Manager,2024-07-24,1
288,1005,SWE II,Menlo Park,LinkedIn,Applied,2024-07-13,0
289,1005,Designer,Remote,LinkedIn,Applied,2024-07-12,1
289,1005,Designer,Remote,LinkedIn,Phone Screen,2024-07-21,0
289,1005,Designer,Remote,LinkedIn,Hiring Manager,2024-07-26,0
289,1005,Designer,Remote,LinkedIn,Onsite,2024-08-02,1
290,1005,PM,Seattle,Career Site,Applied,2024-06-04,1
290,1005,PM,Seattle,Career Site,Phone Screen,2024-06-13,1
291,1005,Data Analyst,Menlo Park,Campus,Applied,2024-07-27,1
291,1005,Data Analyst,Menlo Park,Campus,Phone Screen,2024-08-04,1
291,1005,Data Analyst,Menlo Park,Campus,Hiring Manager,2024-08-08,1
291,1005,Data Analyst,Menlo Park,Campus,Onsite,2024-08-17,1
291,1005,Data Analyst,Menlo Park,Campus,Offer,2024-08-20,0
291,1005,Data Analyst,Menlo Park,Campus,Hired,2024-08-11,0
292,1005,SWE II,Seattle,Agency,Applied,2024-05-15,1
292,1005,SWE II,Seattle,Agency,Phone Screen,2024-05-22,0
293,1005,SWE I,Seattle,Agency,Applied,2024-08-03,0
293,1005,SWE I,Seattle,Agency,Phone Screen,2024-08-08,1
294,1005,SWE II,Austin,LinkedIn,Applied,2024-06-28,0
295,1005,PM,New York,Campus,Applied,2024-06-13,0
295,1005,PM,New York,Campus,Phone Screen,2024-06-17,0
296,1005,SWE I,Austin,Campus,Applied,2024-06-07,0
297,1005,SWE I,Austin,Agency,Applied,2024-05-30,0
298,1005,SWE I,Menlo Park,Campus,Applied,2024-05-25,0
298,1005,SWE I,Menlo Park,Campus,Phone Screen,2024-05-26,1
298,1005,SWE I,Menlo Park,Campus,Hiring Manager,2024-06-06,0
299,1005,SWE II,Remote,Referral,Applied,2024-07-17,1
299,1005,SWE II,Remote,Referral,Phone Screen,2024-07-19,0
300,1005,SWE I,Remote,Career Site,Applied,2024-08-15,0
300,1005,SWE I,Remote,Career Site,Phone Screen,2024-08-16,0
301,1005,Data Analyst,Menlo Park,LinkedIn,Applied,2024-07-07,1
301,1005,Data Analyst,Menlo Park,LinkedIn,Phone Screen,2024-07-10,1
301,1005,Data Analyst,Menlo Park,LinkedIn,Hiring Manager,2024-07-25,1
301,1005,Data Analyst,Menlo Park,LinkedIn,Onsite,2024-07-31,0
302,1005,PM,New York,Agency,Applied,2024-07-10,0
303,1005,SWE II,Menlo Park,Referral,Applied,2024-06-16,0
304,1005,SWE I,Menlo Park,Career Site,Applied,2024-06-04,1
304,1005,SWE I,Menlo Park,Career Site,Phone Screen,2024-06-10,0
305,1005,PM,Seattle,Referral,Applied,2024-05-31,0
305,1005,PM,Seattle,Referral,Phone Screen,2024-06-03,0
306,1005,Data Analyst,Remote,Agency,Applied,2024-05-19,1
306,1005,Data Analyst,Remote,Agency,Phone Screen,2024-05-21,1
306,1005,Data Analyst,Remote,Agency,Hiring Manager,2024-05-21,1
306,1005,Data Analyst,Remote,Agency,Onsite,2024-05-25,1
307,1005,SWE I,Austin,Campus,Applied,2024-08-01,0
307,1005,SWE I,Austin,Campus,Phone Screen,2024-08-10,1
307,1005,SWE I,Austin,Campus,Hiring Manager,2024-08-07,0
308,1005,SWE II,Seattle,Campus,Applied,2024-06-30,1
308,1005,SWE II,Seattle,Campus,Phone Screen,2024-07-01,0
308,1005,SWE II,Seattle,Campus,Hiring Manager,2024-07-02,0
309,1005,SWE II,Austin,Agency,Applied,2024-08-19,1
309,1005,SWE II,Austin,Agency,Phone Screen,2024-08-20,0
310,1005,PM,Austin,LinkedIn,Applied,2024-06-01,1
310,1005,PM,Austin,LinkedIn,Phone Screen,2024-06-02,0
311,1005,Designer,Remote,LinkedIn,Applied,2024-07-22,0
312,1005,Data Analyst,Seattle,LinkedIn,Applied,2024-07-12,1
313,1005,Data Analyst,Remote,Campus,Applied,2024-07-02,0
313,1005,Data Analyst,Remote,Campus,Phone Screen,2024-07-04,1
314,1005,PM,Remote,Campus,Applied,2024-05-21,1
314,1005,PM,Remote,Campus,Phone Screen,2024-05-28,0
314,1005,PM,Remote,Campus,Hiring Manager,2024-05-29,0
314,1005,PM,Remote,Campus,Onsite,2024-05-24,0
314,1005,PM,Remote,Campus,Offer,2024-06-10,1
314,1005,PM,Remote,Campus,Hired,2024-05-31,0
315,1005,SWE I,Austin,Agency,Applied,2024-08-28,0
315,1005,SWE I,Austin,Agency,Phone Screen,2024-09-05,0
316,1005,Data Analyst,Seattle,Referral,Applied,2024-08-15,0
317,1005,Designer,Remote,Career Site,Applied,2024-06-27,1
317,1005,Designer,Remote,Career Site,Phone Screen,2024-07-02,0
317,1005,Designer,Remote,Career Site,Hiring Manager,2024-07-13,1
317,1005,Designer,Remote,Career Site,Onsite,2024-07-27,0
318,1005,Data Analyst,New York,Career Site,Applied,2024-07-19,1
318,1005,Data Analyst,New York,Career Site,Phone Screen,2024-07-27,1
319,1005,Data Analyst,New York,LinkedIn,Applied,2024-07-19,1
320,1005,Designer,New York,Campus,Applied,2024-08-10,1
320,1005,Designer,New York,Campus,Phone Screen,2024-08-13,1
321,1005,PM,Seattle,Career Site,Applied,2024-08-17,1
321,1005,PM,Seattle,Career Site,Phone Screen,2024-08-26,0
322,1005,SWE I,Austin,Referral,Applied,2024-07-05,0
322,1005,SWE I,Austin,Referral,Phone Screen,2024-07-11,0
322,1005,SWE I,Austin,Referral,Hiring Manager,2024-07-15,0
322,1005,SWE I,Austin,Referral,Onsite,2024-07-17,1
322,1005,SWE I,Austin,Referral,Offer,2024-07-09,0
323,1005,Data Analyst,Austin,Agency,Applied,2024-06-30,1
323,1005,Data Analyst,Austin,Agency,Phone Screen,2024-07-06,0
323,1005,Data Analyst,Austin,Agency,Hiring Manager,2024-07-12,1
324,1005,SWE I,Menlo Park,Referral,Applied,2024-08-23,1
325,1005,Designer,Menlo Park,Campus,Applied,2024-07-28,0
326,1005,Data Analyst,Remote,Campus,Applied,2024-08-12,0
326,1005,Data Analyst,Remote,Campus,Phone Screen,2024-08-17,1
327,1005,SWE II,Seattle,Agency,Applied,2024-05-30,1
328,1005,SWE I,Seattle,Agency,Applied,2024-06-07,0
328,1005,SWE I,Seattle,Agency,Phone Screen,2024-06-11,0
328,1005,SWE I,Seattle,Agency,Hiring Manager,2024-06-21,0
329,1005,SWE II,Menlo Park,Campus,Applied,2024-07-03,0
330,1005,SWE I,Menlo Park,LinkedIn,Applied,2024-05-25,1
331,1005,SWE II,Seattle,Career Site,Applied,2024-06-09,0
331,1005,SWE II,Seattle,Career Site,Phone Screen,2024-06-15,0
332,1005,SWE I,New York,Campus,Applied,2024-07-09,1
333,1005,Data Analyst,New York,Campus,Applied,2024-05-15,1
333,1005,Data Analyst,New York,Campus,Phone Screen,2024-05-21,1
334,1005,Data Analyst,Austin,Campus,Applied,2024-09-02,0
334,1005,Data Analyst,Austin,Campus,Phone Screen,2024-09-12,1
335,1005,Designer,Seattle,Career Site,Applied,2024-05-18,0
336,1005,Data Analyst,Menlo Park,Agency,Applied,2024-05-22,1
336,1005,Data Analyst,Menlo Park,Agency,Phone Screen,2024-05-31,1
337,1005,PM,New York,Agency,Applied,2024-08-06,0
337,1005,PM,New York,Agency,Phone Screen,2024-08-11,0
338,1005,Data Analyst,New York,Agency,Applied,2024-05-30,0
338,1005,Data Analyst,New York,Agency,Phone Screen,2024-06-05,0
338,1005,Data Analyst,New York,Agency,Hiring Manager,2024-06-05,1
338,1005,Data Analyst,New York,Agency,Onsite,2024-06-20,0
339,1005,SWE I,Austin,Campus,Applied,2024-06-14,1
339,1005,SWE I,Austin,Campus,Phone Screen,2024-06-22,0
340,1005,SWE I,New York,Campus,Applied,2024-09-05,0
